incident_id,description,severity
5652,An incident of forced begging involving a married woman was reported inside a government office in Chennai.,Low
5653,A complaint was lodged about cyberbullying targeting a female traveler in a public park in Chandigarh.,Medium
5654,A complaint was lodged about dowry harassment targeting a domestic worker at a cinema hall in Gujarat.,Medium
5655,"Eve-teasing case recorded at a metro station in Delhi, impacting a working woman.",Medium
5656,"Public indecency case recorded on a deserted road in Bihar, impacting a female police officer.",Low
5657,An incident of stalking involving a working woman was reported on a crowded bus in Bengaluru.,Medium
5658,An incident of chain snatching involving a widow was reported near a coaching center in Kota.,Low
5659,A single mother was subjected to honor killing in an apartment complex in Kerala.,High
5660,An incident of eve-teasing involving a young girl was reported at a metro station in Delhi.,Medium
5661,An incident of rape attempt involving a female police officer was reported in a slum area of Dharavi.,High
5662,A female traveler faced molestation at a cinema hall in Gujarat.,High
5663,A complaint was lodged about harassment targeting a female police officer on a crowded bus in Bengaluru.,Medium
5664,A female police officer faced child marriage in a busy market in Kolkata.,High
5665,A single mother was subjected to child marriage near a coaching center in Kota.,High
5666,A female traveler was subjected to honor killing in an apartment complex in Kerala.,High
5667,A female police officer was subjected to forced begging at an IT park in Noida.,Low
5668,An incident of kidnapping involving a woman in distress was reported in a busy market in Kolkata.,High
5669,"Fraud case recorded at a cinema hall in Gujarat, impacting a female police officer.",Medium
5670,An incident of rape attempt involving a child was reported in a busy market in Kolkata.,High
5671,"Stalking case recorded in a mall in Pune, impacting a female police officer.",Medium
5672,"Child marriage case recorded near a railway station in Mumbai, impacting a domestic worker.",High
5673,A child faced verbal abuse on a footbridge in Assam.,Low
5674,"Domestic violence case recorded at a police station in Jharkhand, impacting a young girl.",Low
5675,A child was subjected to harassment in a school in Hyderabad.,Medium
5676,An incident of forced labor involving a woman in distress was reported in a public park in Chandigarh.,High
5677,A young girl faced human trafficking in a village in Uttar Pradesh.,High
5678,"Forced labor case recorded at an IT park in Noida, impacting a single mother.",High
5679,"Child marriage case recorded near a coaching center in Kota, impacting a domestic worker.",High
5680,"Child marriage case recorded inside a hostel in Punjab, impacting a young girl.",High
5681,A young girl faced cyberbullying inside a hostel in Punjab.,Medium
5682,An incident of rape attempt involving a single mother was reported on a crowded bus in Bengaluru.,High
5683,A woman in distress faced honor killing inside a government office in Chennai.,High
5684,An incident of harassment involving a single mother was reported at a metro station in Delhi.,Medium
5685,"Cyberbullying case recorded at a cinema hall in Gujarat, impacting a single mother.",Medium
5686,A complaint was lodged about forced labor targeting a woman in distress on a footbridge in Assam.,High
5687,A widow was subjected to eve-teasing in a school in Hyderabad.,Medium
5688,"Neglect case recorded at a cinema hall in Gujarat, impacting a domestic worker.",Medium
5689,An incident of chain snatching involving a woman in distress was reported near a railway station in Mumbai.,Low
5690,A widow was subjected to threatening behavior in a slum area of Dharavi.,Medium
5691,An incident of cyberbullying involving a woman in distress was reported at a cinema hall in Gujarat.,Medium
5692,A child faced molestation outside a temple in Varanasi.,High
5693,A woman in distress faced child marriage in a mall in Pune.,High
5694,A complaint was lodged about stalking targeting a female traveler in a slum area of Dharavi.,Medium
5695,"Illegal detention case recorded near a highway toll booth in Rajasthan, impacting a woman in distress.",Low
5696,A female traveler faced threatening behavior on a footbridge in Assam.,Medium
5697,An incident of child marriage involving a female traveler was reported in a slum area of Dharavi.,High
5698,A female police officer faced molestation in a public park in Chandigarh.,High
5699,An incident of harassment involving a child was reported in an apartment complex in Kerala.,Medium
5700,A single mother was subjected to threatening behavior near a railway station in Mumbai.,Medium
5701,An incident of cyberbullying involving a single mother was reported near a coaching center in Kota.,Medium
5702,A domestic worker faced acid attack inside a government office in Chennai.,High
5703,A married woman faced physical assault on a crowded bus in Bengaluru.,High
5704,An incident of acid attack involving a widow was reported on a footbridge in Assam.,High
5705,"Molestation case recorded near a railway station in Mumbai, impacting a single mother.",High
5706,An incident of eve-teasing involving a widow was reported in a busy market in Kolkata.,Medium
5707,A complaint was lodged about public indecency targeting a female police officer near a coaching center in Kota.,Low
5708,A female traveler faced neglect at a police station in Jharkhand.,Medium
5709,An incident of public indecency involving a female traveler was reported in a slum area of Dharavi.,Low
5710,A female police officer faced threatening behavior in a mall in Pune.,Medium
5711,"Verbal abuse case recorded in a village in Uttar Pradesh, impacting a teenage student.",Medium
5712,"Rape attempt case recorded on a deserted road in Bihar, impacting a widow.",High
5713,A complaint was lodged about cyberbullying targeting a woman in distress at a metro station in Delhi.,Medium
5714,A complaint was lodged about cyberbullying targeting a domestic worker in a public park in Chandigarh.,Medium
5715,An incident of cyberbullying involving a young girl was reported outside a temple in Varanasi.,Medium
5716,"Chain snatching case recorded in an apartment complex in Kerala, impacting a female traveler.",Medium
5717,An incident of discrimination involving a married woman was reported inside a hostel in Punjab.,Medium
5718,An incident of dowry harassment involving a child was reported at a cinema hall in Gujarat.,Medium
5719,An incident of illegal detention involving a single mother was reported in a mall in Pune.,Medium
5720,A complaint was lodged about physical assault targeting a female police officer in a slum area of Dharavi.,High
5721,A complaint was lodged about threatening behavior targeting a female traveler inside a government office in Chennai.,Medium
5722,A complaint was lodged about child marriage targeting a woman in distress outside a temple in Varanasi.,High
5723,A widow faced public indecency inside a hostel in Punjab.,Low
5724,A woman in distress faced honor killing inside a hostel in Punjab.,High
5725,A working woman was subjected to stalking in a busy market in Kolkata.,Medium
5726,An incident of illegal detention involving a child was reported inside a hostel in Punjab.,Medium
5727,A young girl faced public indecency in a school in Hyderabad.,Low
5728,A widow faced kidnapping in a public park in Chandigarh.,High
5729,An incident of chain snatching involving a woman in distress was reported at a police station in Jharkhand.,Medium
5730,A complaint was lodged about child marriage targeting a female police officer at an IT park in Noida.,High
5731,"Human trafficking case recorded in a school in Hyderabad, impacting a single mother.",High
5732,A single mother was subjected to rape attempt at an IT park in Noida.,High
5733,A complaint was lodged about human trafficking targeting a child outside a temple in Varanasi.,High
5734,A married woman was subjected to honor killing in a slum area of Dharavi.,High
5735,An incident of stalking involving a working woman was reported in a busy market in Kolkata.,Medium
5736,An incident of illegal detention involving a woman in distress was reported in a mall in Pune.,Medium
5737,A widow faced verbal abuse at a metro station in Delhi.,Low
5738,A domestic worker faced cyberbullying in a busy market in Kolkata.,Medium
5739,A teenage student faced chain snatching in a village in Uttar Pradesh.,Low
5740,A complaint was lodged about forced labor targeting a domestic worker on a deserted road in Bihar.,High
5741,"Stalking case recorded outside a temple in Varanasi, impacting a female police officer.",Medium
5742,A complaint was lodged about molestation targeting a female police officer near a railway station in Mumbai.,High
5743,A domestic worker faced rape attempt at a police station in Jharkhand.,High
5744,A widow faced eve-teasing in a school in Hyderabad.,Medium
5745,A widow faced discrimination near a highway toll booth in Rajasthan.,Medium
5746,A complaint was lodged about eve-teasing targeting a widow in a public park in Chandigarh.,Medium
5747,"Kidnapping case recorded at an IT park in Noida, impacting a young girl.",High
5748,A complaint was lodged about fraud targeting a woman in distress at a cinema hall in Gujarat.,Low
5749,A domestic worker faced kidnapping at a police station in Jharkhand.,High
5750,A complaint was lodged about dowry harassment targeting a young girl on a footbridge in Assam.,Medium
5751,"Domestic violence case recorded near a highway toll booth in Rajasthan, impacting a young girl.",Medium
5752,A married woman was subjected to neglect in a mall in Pune.,Medium
5753,An incident of fraud involving a single mother was reported in a village in Uttar Pradesh.,Low
5754,An incident of forced begging involving a young girl was reported in a busy market in Kolkata.,Medium
5755,"Threatening behavior case recorded at a cinema hall in Gujarat, impacting a woman in distress.",Medium
5756,A complaint was lodged about molestation targeting a woman in distress at a cinema hall in Gujarat.,High
5757,"Forced begging case recorded on a footbridge in Assam, impacting a married woman.",Low
5758,An incident of public indecency involving a female traveler was reported in a school in Hyderabad.,Low
5759,A complaint was lodged about rape attempt targeting a female traveler in an apartment complex in Kerala.,High
5760,"Public indecency case recorded near a coaching center in Kota, impacting a female traveler.",Medium
5761,An incident of verbal abuse involving a female traveler was reported on a footbridge in Assam.,Low
5762,"Cyberbullying case recorded at a metro station in Delhi, impacting a working woman.",Medium
5763,"Neglect case recorded at a cinema hall in Gujarat, impacting a working woman.",Low
5764,An incident of forced begging involving a female police officer was reported at a cinema hall in Gujarat.,Low
5765,"Chain snatching case recorded on a deserted road in Bihar, impacting a married woman.",Medium
5766,A child faced fraud at a police station in Jharkhand.,Low
5767,A complaint was lodged about chain snatching targeting a widow in a public park in Chandigarh.,Low
5768,"Verbal abuse case recorded near a coaching center in Kota, impacting a female police officer.",Low
5769,A teenage student was subjected to child marriage in a slum area of Dharavi.,High
5770,An incident of rape attempt involving a young girl was reported near a railway station in Mumbai.,High
5771,A child was subjected to forced begging near a highway toll booth in Rajasthan.,Medium
5772,A complaint was lodged about domestic violence targeting a child in a school in Hyderabad.,Medium
5773,A female traveler faced human trafficking on a crowded bus in Bengaluru.,High
5774,A complaint was lodged about forced begging targeting a female traveler inside a government office in Chennai.,Low
5775,A female traveler was subjected to forced begging in an apartment complex in Kerala.,Medium
5776,A single mother was subjected to rape attempt in a public park in Chandigarh.,High
5777,"Discrimination case recorded at a metro station in Delhi, impacting a widow.",Medium
5778,"Illegal detention case recorded in a public park in Chandigarh, impacting a teenage student.",Medium
5779,A married woman faced eve-teasing in a slum area of Dharavi.,Medium
5780,A working woman faced dowry harassment inside a hostel in Punjab.,Medium
5781,An incident of forced begging involving a female police officer was reported at a police station in Jharkhand.,Medium
5782,A female police officer faced forced labor at a police station in Jharkhand.,High
5783,A working woman was subjected to domestic violence near a highway toll booth in Rajasthan.,Low
5784,An incident of kidnapping involving a child was reported on a crowded bus in Bengaluru.,High
5785,A female police officer was subjected to fraud near a railway station in Mumbai.,Medium
5786,A complaint was lodged about dowry harassment targeting a female traveler in an apartment complex in Kerala.,Medium
5787,A child was subjected to threatening behavior on a deserted road in Bihar.,Medium
5788,A complaint was lodged about honor killing targeting a female police officer in a mall in Pune.,High
5789,A complaint was lodged about verbal abuse targeting a woman in distress in a school in Hyderabad.,Low
5790,A woman in distress faced human trafficking inside a government office in Chennai.,High
5791,An incident of eve-teasing involving a widow was reported at an IT park in Noida.,Medium
5792,A working woman was subjected to kidnapping in a school in Hyderabad.,High
5793,A widow was subjected to honor killing at a cinema hall in Gujarat.,High
5794,An incident of neglect involving a young girl was reported on a crowded bus in Bengaluru.,Low
5795,A female police officer was subjected to molestation at a cinema hall in Gujarat.,High
5796,"Stalking case recorded on a footbridge in Assam, impacting a teenage student.",Medium
5797,"Verbal abuse case recorded at a metro station in Delhi, impacting a teenage student.",Medium
5798,A complaint was lodged about verbal abuse targeting a married woman near a highway toll booth in Rajasthan.,Medium
5799,A teenage student was subjected to physical assault at a metro station in Delhi.,High
5800,A complaint was lodged about eve-teasing targeting a woman in distress in a school in Hyderabad.,Medium
5801,A teenage student was subjected to threatening behavior in an apartment complex in Kerala.,Medium
5802,A complaint was lodged about eve-teasing targeting a widow in a public park in Chandigarh.,Medium
5803,"Forced begging case recorded in a mall in Pune, impacting a teenage student.",Medium
5804,An incident of kidnapping involving a female police officer was reported in a village in Uttar Pradesh.,High
5805,A teenage student faced forced begging inside a government office in Chennai.,Low
5806,A domestic worker was subjected to rape attempt inside a government office in Chennai.,High
5807,A female police officer was subjected to cyberbullying in a slum area of Dharavi.,Medium
5808,A teenage student faced public indecency in a busy market in Kolkata.,Low
5809,A female traveler faced neglect on a crowded bus in Bengaluru.,Low
5810,"Forced begging case recorded in a busy market in Kolkata, impacting a teenage student.",Medium
5811,A child faced kidnapping on a deserted road in Bihar.,High
5812,"Public indecency case recorded inside a government office in Chennai, impacting a woman in distress.",Low
5813,An incident of acid attack involving a working woman was reported in a village in Uttar Pradesh.,High
5814,A woman in distress faced honor killing in a slum area of Dharavi.,High
5815,A young girl faced neglect in a busy market in Kolkata.,Low
5816,A complaint was lodged about discrimination targeting a child in a mall in Pune.,Medium
5817,An incident of molestation involving a young girl was reported at a cinema hall in Gujarat.,High
5818,"Illegal detention case recorded at a cinema hall in Gujarat, impacting a child.",Medium
5819,A working woman faced neglect near a railway station in Mumbai.,Medium
5820,"Dowry harassment case recorded on a footbridge in Assam, impacting a woman in distress.",Medium
5821,A complaint was lodged about chain snatching targeting a young girl near a railway station in Mumbai.,Low
5822,An incident of threatening behavior involving a woman in distress was reported in an apartment complex in Kerala.,Medium
5823,A complaint was lodged about honor killing targeting a child on a deserted road in Bihar.,High
5824,A complaint was lodged about threatening behavior targeting a widow at a metro station in Delhi.,Medium
5825,"Dowry harassment case recorded in a village in Uttar Pradesh, impacting a married woman.",Medium
5826,A teenage student faced molestation at a cinema hall in Gujarat.,High
5827,A domestic worker faced discrimination in an apartment complex in Kerala.,Medium
5828,"Neglect case recorded on a deserted road in Bihar, impacting a married woman.",Medium
5829,"Forced begging case recorded near a highway toll booth in Rajasthan, impacting a working woman.",Low
5830,A teenage student was subjected to dowry harassment at a cinema hall in Gujarat.,Medium
5831,A complaint was lodged about threatening behavior targeting a widow at a metro station in Delhi.,Medium
5832,A widow was subjected to rape attempt in a busy market in Kolkata.,High
5833,A child was subjected to verbal abuse in a public park in Chandigarh.,Medium
5834,A female traveler faced fraud in a village in Uttar Pradesh.,Low
5835,A working woman faced neglect in an apartment complex in Kerala.,Low
5836,"Illegal detention case recorded inside a government office in Chennai, impacting a single mother.",Medium
5837,A female traveler was subjected to neglect in an apartment complex in Kerala.,Low
5838,An incident of fraud involving a woman in distress was reported at a metro station in Delhi.,Low
5839,A woman in distress was subjected to rape attempt in a mall in Pune.,High
5840,A working woman faced harassment on a crowded bus in Bengaluru.,Medium
5841,"Discrimination case recorded on a deserted road in Bihar, impacting a widow.",Medium
5842,A complaint was lodged about public indecency targeting a young girl at a police station in Jharkhand.,Low
5843,An incident of kidnapping involving a young girl was reported in a village in Uttar Pradesh.,High
5844,"Chain snatching case recorded in a public park in Chandigarh, impacting a woman in distress.",Low
5845,"Harassment case recorded in a mall in Pune, impacting a child.",Medium
5846,A domestic worker was subjected to chain snatching near a coaching center in Kota.,Medium
5847,An incident of illegal detention involving a working woman was reported on a footbridge in Assam.,Medium
5848,A domestic worker was subjected to discrimination in a mall in Pune.,Medium
5849,A complaint was lodged about acid attack targeting a female traveler inside a hostel in Punjab.,High
5850,A complaint was lodged about physical assault targeting a single mother near a coaching center in Kota.,High
5851,A complaint was lodged about discrimination targeting a married woman in a public park in Chandigarh.,Medium
5852,A complaint was lodged about rape attempt targeting a domestic worker in a busy market in Kolkata.,High
5853,An incident of molestation involving a young girl was reported at a police station in Jharkhand.,High
5854,A married woman was subjected to honor killing outside a temple in Varanasi.,High
5855,A complaint was lodged about rape attempt targeting a widow at a police station in Jharkhand.,High
5856,A married woman was subjected to illegal detention in a school in Hyderabad.,Medium
5857,An incident of stalking involving a young girl was reported near a highway toll booth in Rajasthan.,Medium
5858,A complaint was lodged about public indecency targeting a young girl at an IT park in Noida.,Low
5859,A complaint was lodged about human trafficking targeting a woman in distress in a village in Uttar Pradesh.,High
5860,"Verbal abuse case recorded in a busy market in Kolkata, impacting a young girl.",Low
5861,A working woman faced physical assault at a police station in Jharkhand.,High
5862,A complaint was lodged about discrimination targeting a young girl inside a hostel in Punjab.,Medium
5863,An incident of domestic violence involving a child was reported at a cinema hall in Gujarat.,Low
5864,"Cyberbullying case recorded in a mall in Pune, impacting a married woman.",Medium
5865,A child was subjected to kidnapping in a busy market in Kolkata.,High
5866,A female traveler was subjected to discrimination at an IT park in Noida.,Medium
5867,A widow faced cyberbullying near a coaching center in Kota.,Medium
5868,An incident of forced labor involving a child was reported in a public park in Chandigarh.,High
5869,A domestic worker faced child marriage in a busy market in Kolkata.,High
5870,An incident of acid attack involving a married woman was reported near a coaching center in Kota.,High
5871,"Chain snatching case recorded in a school in Hyderabad, impacting a woman in distress.",Medium
5872,A complaint was lodged about dowry harassment targeting a young girl on a footbridge in Assam.,Medium
5873,"Molestation case recorded inside a hostel in Punjab, impacting a child.",High
5874,A married woman faced threatening behavior at a metro station in Delhi.,Medium
5875,An incident of eve-teasing involving a female police officer was reported in a slum area of Dharavi.,Medium
5876,An incident of molestation involving a woman in distress was reported in a mall in Pune.,High
5877,An incident of stalking involving a working woman was reported in a public park in Chandigarh.,Medium
5878,An incident of rape attempt involving a woman in distress was reported outside a temple in Varanasi.,High
5879,A complaint was lodged about discrimination targeting a young girl near a highway toll booth in Rajasthan.,Medium
5880,"Cyberbullying case recorded inside a hostel in Punjab, impacting a young girl.",Medium
5881,A teenage student was subjected to molestation near a highway toll booth in Rajasthan.,High
5882,"Physical assault case recorded at a cinema hall in Gujarat, impacting a domestic worker.",High
5883,"Neglect case recorded near a coaching center in Kota, impacting a working woman.",Medium
5884,A complaint was lodged about fraud targeting a woman in distress on a footbridge in Assam.,Low
5885,A complaint was lodged about verbal abuse targeting a widow outside a temple in Varanasi.,Low
5886,An incident of rape attempt involving a married woman was reported in a mall in Pune.,High
5887,A working woman faced rape attempt outside a temple in Varanasi.,High
5888,A complaint was lodged about illegal detention targeting a child in a public park in Chandigarh.,Medium
5889,"Forced begging case recorded at an IT park in Noida, impacting a married woman.",Low
5890,A complaint was lodged about illegal detention targeting a working woman at a cinema hall in Gujarat.,Low
5891,An incident of domestic violence involving a widow was reported inside a government office in Chennai.,Low
5892,A single mother faced stalking at a metro station in Delhi.,Medium
5893,A married woman faced forced begging in a school in Hyderabad.,Medium
5894,"Forced labor case recorded on a footbridge in Assam, impacting a teenage student.",High
5895,"Cyberbullying case recorded in a slum area of Dharavi, impacting a domestic worker.",Medium
5896,An incident of forced labor involving a teenage student was reported in a public park in Chandigarh.,High
5897,"Physical assault case recorded on a crowded bus in Bengaluru, impacting a single mother.",High
5898,A working woman faced chain snatching in a mall in Pune.,Low
5899,A complaint was lodged about molestation targeting a woman in distress at an IT park in Noida.,High
5900,"Stalking case recorded in a school in Hyderabad, impacting a female traveler.",Medium
5901,A complaint was lodged about threatening behavior targeting a working woman at a metro station in Delhi.,Medium
5902,A female traveler was subjected to eve-teasing inside a hostel in Punjab.,Medium
5903,A married woman faced eve-teasing in a slum area of Dharavi.,Medium
5904,A married woman faced chain snatching in an apartment complex in Kerala.,Medium
5905,An incident of child marriage involving a single mother was reported in a slum area of Dharavi.,High
5906,A complaint was lodged about public indecency targeting a married woman in a busy market in Kolkata.,Low
5907,"Dowry harassment case recorded on a footbridge in Assam, impacting a single mother.",Medium
5908,"Public indecency case recorded inside a hostel in Punjab, impacting a female police officer.",Low
5909,A widow was subjected to domestic violence on a deserted road in Bihar.,Low
5910,"Threatening behavior case recorded in a mall in Pune, impacting a single mother.",Medium
5911,A female traveler faced neglect on a footbridge in Assam.,Medium
5912,A child was subjected to stalking in a mall in Pune.,Medium
5913,"Harassment case recorded on a crowded bus in Bengaluru, impacting a woman in distress.",Medium
5914,An incident of forced labor involving a domestic worker was reported in a village in Uttar Pradesh.,High
5915,An incident of illegal detention involving a domestic worker was reported in a village in Uttar Pradesh.,Medium
5916,A teenage student was subjected to child marriage at a metro station in Delhi.,High
5917,A complaint was lodged about stalking targeting a single mother at a police station in Jharkhand.,Medium
5918,A working woman faced honor killing on a crowded bus in Bengaluru.,High
5919,A female traveler was subjected to rape attempt in a public park in Chandigarh.,High
5920,A female police officer faced acid attack near a coaching center in Kota.,High
5921,A married woman faced verbal abuse inside a hostel in Punjab.,Low
5922,A female traveler faced domestic violence at a police station in Jharkhand.,Low
5923,A widow faced rape attempt at a cinema hall in Gujarat.,High
5924,A complaint was lodged about molestation targeting a widow near a railway station in Mumbai.,High
5925,"Child marriage case recorded outside a temple in Varanasi, impacting a single mother.",High
5926,"Neglect case recorded in a busy market in Kolkata, impacting a female traveler.",Medium
5927,"Forced begging case recorded near a coaching center in Kota, impacting a working woman.",Low
5928,"Child marriage case recorded inside a hostel in Punjab, impacting a woman in distress.",High
5929,A working woman faced child marriage at a metro station in Delhi.,High
5930,A widow faced forced begging on a crowded bus in Bengaluru.,Low
5931,An incident of kidnapping involving a domestic worker was reported outside a temple in Varanasi.,High
5932,"Cyberbullying case recorded in an apartment complex in Kerala, impacting a domestic worker.",Medium
5933,A female traveler faced domestic violence in a slum area of Dharavi.,Low
5934,An incident of molestation involving a single mother was reported inside a government office in Chennai.,High
5935,A young girl faced public indecency in a mall in Pune.,Medium
5936,"Eve-teasing case recorded in an apartment complex in Kerala, impacting a domestic worker.",Medium
5937,A domestic worker faced cyberbullying at a police station in Jharkhand.,Medium
5938,A teenage student faced child marriage inside a government office in Chennai.,High
5939,A female police officer was subjected to molestation at a police station in Jharkhand.,High
5940,"Physical assault case recorded at an IT park in Noida, impacting a female police officer.",High
5941,A teenage student was subjected to kidnapping outside a temple in Varanasi.,High
5942,A teenage student was subjected to public indecency at a metro station in Delhi.,Low
5943,A complaint was lodged about public indecency targeting a widow in a busy market in Kolkata.,Medium
5944,A complaint was lodged about discrimination targeting a teenage student on a footbridge in Assam.,Medium
5945,"Stalking case recorded in a school in Hyderabad, impacting a widow.",Medium
5946,An incident of kidnapping involving a domestic worker was reported in a slum area of Dharavi.,High
5947,A complaint was lodged about chain snatching targeting a single mother at an IT park in Noida.,Low
5948,"Public indecency case recorded in a village in Uttar Pradesh, impacting a female police officer.",Medium
5949,A woman in distress faced verbal abuse outside a temple in Varanasi.,Low
5950,A teenage student was subjected to eve-teasing at a police station in Jharkhand.,Medium
5951,"Human trafficking case recorded near a highway toll booth in Rajasthan, impacting a domestic worker.",High
5952,A married woman faced cyberbullying near a railway station in Mumbai.,Medium
5953,A female traveler faced kidnapping at a police station in Jharkhand.,High
5954,A child faced eve-teasing in a busy market in Kolkata.,Medium
5955,"Forced labor case recorded on a crowded bus in Bengaluru, impacting a female traveler.",High
5956,An incident of stalking involving a domestic worker was reported near a highway toll booth in Rajasthan.,Medium
5957,A domestic worker was subjected to eve-teasing outside a temple in Varanasi.,Medium
5958,"Harassment case recorded in a mall in Pune, impacting a married woman.",Medium
5959,A working woman faced domestic violence inside a government office in Chennai.,Medium
5960,"Kidnapping case recorded in an apartment complex in Kerala, impacting a child.",High
5961,A domestic worker faced cyberbullying inside a government office in Chennai.,Medium
5962,An incident of forced labor involving a teenage student was reported on a footbridge in Assam.,High
5963,"Kidnapping case recorded on a deserted road in Bihar, impacting a female traveler.",High
5964,An incident of cyberbullying involving a female traveler was reported outside a temple in Varanasi.,Medium
5965,A female police officer faced acid attack inside a government office in Chennai.,High
5966,A female police officer was subjected to molestation on a deserted road in Bihar.,High
5967,A complaint was lodged about forced begging targeting a domestic worker in a mall in Pune.,Low
5968,A complaint was lodged about forced begging targeting a child inside a hostel in Punjab.,Low
5969,A domestic worker faced eve-teasing near a highway toll booth in Rajasthan.,Medium
5970,A single mother faced molestation near a highway toll booth in Rajasthan.,High
5971,A complaint was lodged about kidnapping targeting a young girl near a coaching center in Kota.,High
5972,A complaint was lodged about honor killing targeting a woman in distress near a railway station in Mumbai.,High
5973,An incident of fraud involving a woman in distress was reported in a village in Uttar Pradesh.,Medium
5974,A teenage student was subjected to honor killing at an IT park in Noida.,High
5975,A complaint was lodged about eve-teasing targeting a teenage student on a deserted road in Bihar.,Medium
5976,A woman in distress was subjected to rape attempt near a railway station in Mumbai.,High
5977,A domestic worker was subjected to forced begging on a footbridge in Assam.,Low
5978,A woman in distress faced eve-teasing in an apartment complex in Kerala.,Medium
5979,"Fraud case recorded near a highway toll booth in Rajasthan, impacting a single mother.",Medium
5980,A widow was subjected to stalking outside a temple in Varanasi.,Medium
5981,An incident of discrimination involving a child was reported in a slum area of Dharavi.,Medium
5982,"Dowry harassment case recorded inside a hostel in Punjab, impacting a widow.",Medium
5983,A child was subjected to discrimination at a cinema hall in Gujarat.,Medium
5984,A complaint was lodged about kidnapping targeting a single mother at a cinema hall in Gujarat.,High
5985,A teenage student was subjected to dowry harassment in a busy market in Kolkata.,Medium
5986,"Domestic violence case recorded in an apartment complex in Kerala, impacting a working woman.",Low
5987,A child was subjected to honor killing at an IT park in Noida.,High
5988,A complaint was lodged about harassment targeting a single mother near a railway station in Mumbai.,Medium
5989,An incident of discrimination involving a widow was reported near a coaching center in Kota.,Medium
5990,An incident of rape attempt involving a female police officer was reported on a crowded bus in Bengaluru.,High
5991,A female police officer faced molestation near a highway toll booth in Rajasthan.,High
5992,An incident of public indecency involving a working woman was reported near a railway station in Mumbai.,Low
5993,An incident of honor killing involving a domestic worker was reported near a railway station in Mumbai.,High
5994,An incident of molestation involving a married woman was reported at an IT park in Noida.,High
5995,An incident of verbal abuse involving a child was reported inside a government office in Chennai.,Low
5996,"Molestation case recorded in a school in Hyderabad, impacting a domestic worker.",High
5997,An incident of forced labor involving a female police officer was reported near a coaching center in Kota.,High
5998,An incident of chain snatching involving a female police officer was reported on a footbridge in Assam.,Medium
5999,A domestic worker faced forced labor on a footbridge in Assam.,High
6000,A female traveler faced child marriage on a crowded bus in Bengaluru.,High
6001,An incident of stalking involving a teenage student was reported outside a temple in Varanasi.,Medium
6002,A widow faced physical assault in a mall in Pune.,High
6003,A complaint was lodged about child marriage targeting a widow in a village in Uttar Pradesh.,High
6004,A complaint was lodged about honor killing targeting a domestic worker at a cinema hall in Gujarat.,High
6005,A complaint was lodged about stalking targeting a woman in distress on a footbridge in Assam.,Medium
6006,A young girl faced neglect near a coaching center in Kota.,Medium
6007,A widow was subjected to neglect on a footbridge in Assam.,Medium
6008,A female police officer was subjected to eve-teasing in a public park in Chandigarh.,Medium
6009,"Eve-teasing case recorded in a village in Uttar Pradesh, impacting a child.",Medium
6010,"Dowry harassment case recorded in a public park in Chandigarh, impacting a married woman.",Medium
6011,A working woman faced discrimination near a railway station in Mumbai.,Medium
6012,An incident of human trafficking involving a female police officer was reported inside a hostel in Punjab.,High
6013,A domestic worker was subjected to stalking outside a temple in Varanasi.,Medium
6014,A complaint was lodged about chain snatching targeting a working woman in a school in Hyderabad.,Medium
6015,"Chain snatching case recorded at an IT park in Noida, impacting a widow.",Medium
6016,A female traveler was subjected to harassment in a school in Hyderabad.,Medium
6017,An incident of rape attempt involving a woman in distress was reported at a metro station in Delhi.,High
6018,A young girl was subjected to eve-teasing near a coaching center in Kota.,Medium
6019,"Forced begging case recorded near a coaching center in Kota, impacting a woman in distress.",Medium
6020,"Forced begging case recorded at a cinema hall in Gujarat, impacting a female police officer.",Low
6021,A female police officer was subjected to rape attempt in a village in Uttar Pradesh.,High
6022,A complaint was lodged about stalking targeting a young girl at an IT park in Noida.,Medium
6023,A teenage student was subjected to eve-teasing in a slum area of Dharavi.,Medium
6024,A complaint was lodged about kidnapping targeting a widow at a metro station in Delhi.,High
6025,A single mother was subjected to discrimination in a public park in Chandigarh.,Medium
6026,A female police officer faced molestation at a metro station in Delhi.,High
6027,A complaint was lodged about threatening behavior targeting a woman in distress near a coaching center in Kota.,Medium
6028,A widow faced neglect inside a hostel in Punjab.,Low
6029,"Stalking case recorded at a metro station in Delhi, impacting a single mother.",Medium
6030,An incident of fraud involving a working woman was reported inside a hostel in Punjab.,Medium
6031,A working woman was subjected to physical assault in a slum area of Dharavi.,High
6032,A female police officer was subjected to child marriage at a metro station in Delhi.,High
6033,"Forced begging case recorded inside a hostel in Punjab, impacting a child.",Medium
6034,A complaint was lodged about chain snatching targeting a female police officer near a coaching center in Kota.,Low
6035,An incident of honor killing involving a child was reported at a metro station in Delhi.,High
6036,An incident of threatening behavior involving a young girl was reported at an IT park in Noida.,Medium
6037,"Public indecency case recorded outside a temple in Varanasi, impacting a teenage student.",Medium
6038,"Child marriage case recorded at an IT park in Noida, impacting a single mother.",High
6039,A female police officer was subjected to harassment in a mall in Pune.,Medium
6040,"Eve-teasing case recorded on a footbridge in Assam, impacting a widow.",Medium
6041,A teenage student was subjected to cyberbullying inside a government office in Chennai.,Medium
6042,"Cyberbullying case recorded on a deserted road in Bihar, impacting a domestic worker.",Medium
6043,A woman in distress was subjected to neglect near a railway station in Mumbai.,Medium
6044,A complaint was lodged about fraud targeting a widow inside a government office in Chennai.,Low
